englishname,hebrewname,morphology,definition,transliteration,dictionary
,גִּימֵל,pr. n. m.,"[{'definition': ' pr. n. m., v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_גַּמְלָא I.1"" data-ref=""Jastrow, גַּמְלָא I 1"">גַּמְלָא</a>'}]",,Jastrow Dictionary
,גַּלִּיצוּר,pr. n. m.,"[{'definition': '<i>Gallitsur</i>, name of an angel. <a class=""refLink"" href=""/Pesikta_Rabbati.20.1"" data-ref=""Pesikta Rabbati 20:1"">Pesik. R. s. 20</a> (defined <span dir=""rtl"">מְגַלֶּה טעמי צור</span> revealing the reasons of the Creator); Yalk. R’ubeni, Mishpatim end <span dir=""rtl"">ג׳ המכונה רזיאל</span> G. surnamed Raziël.'}]",,Jastrow Dictionary
Goliath,גָּלְיַת,pr. n. m.,"[{'definition': ' (b. h.) <i>Goliath</i>, the Philistine. <a class=""refLink"" href=""/Mishnah_Sotah.8.1"" data-ref=""Mishnah Sotah 8:1"">Sot. VIII, 1</a> <span dir=""rtl"">בנצחונו של ג׳</span> relying on the strength of G. <a class=""refLink"" href=""/Sotah.42b.8"" data-ref=""Sotah 42b:8"">Ib. 42ᵇ</a> <span dir=""rtl"">ג̇ל̇י̇ת … בג̇יל̇וי̇ פנים וכ׳</span> he is named G., because he stood before the Lord with barefacedness (defiance). <a class=""refLink"" href=""/Vayikra_Rabbah.5"" data-ref=""Vayikra Rabbah 5"">Lev. R. s. 5</a>; a. fr.'}]",,Jastrow Dictionary
,גַּמְדָּא II,pr. n. m.,"[{'definition': '<i>Gamda;</i>'}, {'definition': ' pr. n. m. <a class=""refLink"" href=""/Bava_Kamma.72a.7"" data-ref=""Bava Kamma 72a:7"">B. Kam. 72ᵃ</a> Rab. G.—<a class=""refLink"" href=""/Pesachim.64a.10"" data-ref=""Pesachim 64a:10"">Pes. 64ᵃ</a>; <a class=""refLink"" href=""/Pesachim.73b.14"" data-ref=""Pesachim 73b:14"">73ᵇ</a>; <a class=""refLink"" href=""/Chullin.30a.6"" data-ref=""Chullin 30a:6"">Ḥull. 30ᵃ</a> R. Ḥiya bar G.', 'number': '1)'}, {'definition': ' G., name of a river or canal in Babylonia. <a class=""refLink"" href=""/Avodah_Zarah.39a.6"" data-ref=""Avodah Zarah 39a:6"">Ab. Zar. 39ᵃ</a>; <a class=""refLink"" href=""/Sukkah.18a.15"" data-ref=""Sukkah 18a:15"">Succ. 18ᵃ</a> <span dir=""rtl"">נהר ג׳</span>.', 'number': '—2)'}]",,Jastrow Dictionary
Gamla,גַּמְלָא III,pr. n. m.,"[{'definition': '<i>Gamla</i> (abbrev. of Gamliel). <a class=""refLink"" href=""/Yoma.18a.10"" data-ref=""Yoma 18a:10"">Yoma 18ᵃ</a>; <a class=""refLink"" href=""/Mishnah_Yevamot.6.4"" data-ref=""Mishnah Yevamot 6:4"">Yeb. VI, 4</a>; <a class=""refLink"" href=""/Bava_Batra.21a.9"" data-ref=""Bava Batra 21a:9"">B. Bath. 21ᵃ</a> Joshua ben G., a highpriest.—<a class=""refLink"" href=""/Gittin.30b.13"" data-ref=""Gittin 30b:13"">Gitt. 30ᵇ</a> Abba Elazar b. Gamla; <a class=""refLink"" href=""/Beitzah.13b"" data-ref=""Beitzah 13b"">Bets. 13ᵇ</a> <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_גִּימֵל.1"" data-ref=""Jastrow, גִּימֵל 1"">גימל</a>; <a class=""refLink"" href=""/Bekhorot.58b.6"" data-ref=""Bekhorot 58b:6"">Bekh. 58ᵇ</a>, <a class=""refLink"" href=""/Menachot.54b"" data-ref=""Menachot 54b"">Men. 54ᵇ</a> <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_גּוּמָּל.1"" data-ref=""Jastrow, גּוּמָּל 1"">גומל</a> (Ms. M. <span dir=""rtl"">גמל</span>).—<a class=""refLink"" href=""/Sanhedrin.111a.12"" data-ref=""Sanhedrin 111a:12"">Snh. 111ᵃ</a> R. Ḥănina b. Gamla (v. Rabb. D. S. a. l. note), usu. b. Gamliel.'}]",,Jastrow Dictionary
"Gamaliel, Gamliel;",גַּמְלִיאֵל,pr. n. m.,"[{'definition': ' (b. h.) <i>Gamaliel, Gamliel;</i> '}, {'definition': ' Tannaim, a) Rabban G. senior <span dir=""rtl"">(הזקן</span>), grandson of Hillel. <a class=""refLink"" href=""/Mishnah_Rosh_Hashanah.2.5"" data-ref=""Mishnah Rosh Hashanah 2:5"">R. Hash. II, 5</a>. <a class=""refLink"" href=""/Mishnah_Gittin.4.2"" data-ref=""Mishnah Gittin 4:2"">Gitt. IV, 2</a>; a. fr.—b) Rabban G. (of Jabneh), grandson of the former. <a class=""refLink"" href=""/Mishnah_Berakhot.1.1"" data-ref=""Mishnah Berakhot 1:1"">Ber. I, 1</a>. <a class=""refLink"" href=""/Mishnah_Peah.6.6"" data-ref=""Mishnah Peah 6:6"">Peah VI, 6</a>.—<a class=""refLink"" href=""/Berakhot.27b.19"" data-ref=""Berakhot 27b:19"">Ber. 27ᵇ</a> sq. <a class=""refLink"" href=""/Tosefta_Niddah.9.17"" data-ref=""Tosefta Niddah 9:17"">Tosef. Nidd. IX, 17</a>; a. fr. (v. Frank. Darkhé Mish. p. 69).', 'number': '1)'}, {'definition': ' Amoraim, a) R. G. B’ribbi (Bar Rabbi) I, son of R. Judah han-Nasi I. Y. Ḥall. IV, 60ᵃ top <span dir=""rtl"">ר׳ ג׳ ב""ר</span>. <a class=""refLink"" href=""/Ketubot.103b.22"" data-ref=""Ketubot 103b:22"">Keth. 103ᵇ</a>. <a class=""refLink"" href=""/Ketubot.10b.5"" data-ref=""Ketubot 10b:5"">Ib. 10ᵇ</a>. <a class=""refLink"" href=""/Menachot.84b.14"" data-ref=""Menachot 84b:14"">Men. 84ᵇ</a>; a. e. [<a class=""refLink"" href=""/Pirkei_Avot.2.2"" data-ref=""Pirkei Avot 2:2"">Ab. II, 2</a>.]—b) R. G. B’ribbi II, son of R. Judah han-Nasi II. Y. Ab. Zar. I, 39ᵇ.—c) (also <span dir=""rtl"">גַּמְלִיֵּיל</span>) G. Zuga Y. Ḥall. IV, 60ᵃ top; a. fr.; a. others (v. Frank. M’bo p. 72ᵃ sq.).', 'number': '—2)'}]",,Jastrow Dictionary
G’niba,גְּנִיבָא,pr. n. m.,"[{'definition': '<i>G’niba</i>. <a class=""refLink"" href=""/Gittin.31b.10"" data-ref=""Gittin 31b:10"">Gitt. 31ᵇ</a>; <a class=""refLink"" href=""/Gittin.62a.14"" data-ref=""Gittin 62a:14"">62ᵃ</a>. Y. ib. VI, 48ᵃ bot. <span dir=""rtl"">כהדא ג׳ אתאפק וכ׳</span> as in the case of one G’niba who was carried out to be put to death.'}]",,Jastrow Dictionary
"Beth-Hillel, the School of H., the Hillelites",הִלֵּל,pr. n. m.,"[{'definition': '<i>Hillel</i>, '}, {'definition': ' H. the Babylonian (<span dir=""rtl"">הבבלי</span>) or Senior <span dir=""rtl"">(הזקן</span>). <a class=""refLink"" href=""/Pesachim.66a"" data-ref=""Pesachim 66a"">Pes. 66ᵃ</a>. <a class=""refLink"" href=""/Tosefta_Sanhedrin.7.11"" data-ref=""Tosefta Sanhedrin 7:11"">Tosef. Snh. VII, 11</a>. <a class=""refLink"" href=""/Yoma.35b.13"" data-ref=""Yoma 35b:13"">Yoma 35ᵇ</a> <span dir=""rtl"">ה׳ מחייב וכ׳</span> the example of Hillel condemns the poor (who plead poverty as an excuse for not studying the Law); a. v. fr.—בֵּית ה׳ <i>Beth-Hillel, the School of H., the Hillelites</i>. <a class=""refLink"" href=""/Mishnah_Beitzah.1.1"" data-ref=""Mishnah Beitzah 1:1"">Bets. I, 1</a>; a. v. fr.', 'number': '1)'}, {'definition': ' H., son of Rabban Gamliel. <a class=""refLink"" href=""/Pesachim.51a.3"" data-ref=""Pesachim 51a:3"">Pes. 51ᵃ</a>; <a class=""refLink"" href=""/Tosefta_Moed_Kattan.2.16"" data-ref=""Tosefta Moed Kattan 2:16"">Tosef. M. Kat. II, 16</a>; a. fr.', 'number': '—2)'}, {'definition': ' R. H., son of <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_אָלָס.1"" data-ref=""Jastrow, אָלָס 1"">אָלָס</a> or <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_וָולִיס.1"" data-ref=""Jastrow, וָולִיס 1"">וָולָס</a>, an Amora. Y. Kil. IX, 32ᵃ top. <a class=""refLink"" href=""/Gittin.59a.3"" data-ref=""Gittin 59a:3"">Gitt. 59ᵃ</a>; a. fr.—[Y. Bets. V, 63ᵃ bot. <span dir=""rtl"">ר׳ ליל</span>, prob. a corrupt. or abbrev. of H.]', 'number': '—3)'}, {'definition': ' name of several Amoraim. Y. Ber. II, 5ᵃ bot.; a. fr. V. Frank. M’bo p. 76ᵃ', 'number': '—4)'}, {'definition': ' one Rabbi H. <a class=""refLink"" href=""/Sanhedrin.98b.12"" data-ref=""Sanhedrin 98b:12"">Snh. 98ᵇ</a>, sq.', 'number': '—5)'}]",,Jastrow Dictionary
Bar-Hamduré,הַמְדּוּדֵי,pr. n. m.,"[{'definition': '<i>Bar-Hamdudé</i> (Var. <span dir=""rtl"">בר הַמְדּוּרֵי</span> <i>Bar-Hamduré</i>). <a class=""refLink"" href=""/Yoma.87b.7"" data-ref=""Yoma 87b:7"">Yoma 87ᵇ</a> (v. Rabb. D. S. a. l. note 8). <a class=""refLink"" href=""/Shabbat.107b"" data-ref=""Shabbat 107b"">Sabb. 107ᵇ</a>; <a class=""refLink"" href=""/Shabbat.125a"" data-ref=""Shabbat 125a"">125ᵃ</a> (<span dir=""rtl"">מר</span>)<span dir=""rtl"">בר המדורי</span> ed. (Ms. … <span dir=""rtl"">די</span>, … <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_דָּא I.1"" data-ref=""Jastrow, דָּא I 1"">דא</a>). <a class=""refLink"" href=""/Yevamot.83b"" data-ref=""Yevamot 83b"">Yeb. 83ᵇ</a> רי … <a class=""refLink"" href=""/Menachot.38b"" data-ref=""Menachot 38b"">Men. 38ᵇ</a> (v. Rabb. D. S. a. l. note 40).'}]",,Jastrow Dictionary
Hămiram,הֲמִירָם,pr. n. m.,"[{'definition': ' (prob.) pr. n. m. <i>Hămiram</i>, a person from whom certain secular books are named: <span dir=""rtl"">ספרי ה׳</span> (cmp. <span dir=""rtl"">בן סִירָא</span>, <span dir=""rtl"">בן לַעֲנָה</span>, <span dir=""rtl"">בן תַּגְלָא</span>). <a class=""refLink"" href=""/Mishnah_Yadayim.4.6"" data-ref=""Mishnah Yadayim 4:6"">Yad. IV, 6</a> (comment. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_מִירָם.1"" data-ref=""Jastrow, מִירָם 1"">מִירָס</a>, <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_מִירָם.1"" data-ref=""Jastrow, מִירָם 1"">מִירָם</a>); Y. Snh. X, 28ᵃ top <span dir=""rtl"">ספרי ה׳</span> (contrad. to <span dir=""rtl"">ספרים החיצונים</span>). <a class=""refLink"" href=""/Chullin.60b"" data-ref=""Chullin 60b"">Ḥull. 60ᵇ</a> worth to be burnt <span dir=""rtl"">כספרי מירון</span> Ar. ed. Koh. s. v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_מרום.1"" data-ref=""Jastrow, מרום 1"">מרום</a> (Var. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_מֵרוֹן.1"" data-ref=""Jastrow, מֵרוֹן 1"">מרון</a>, <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_המירום.1"" data-ref=""Jastrow, המירום 1"">המירוס</a>, missing in ed.). [Conjectures: <i>Homeros</i> (Homer); Ἡμερησία (βίβλια) <i>diaries;</i> symbolical name = ‘the Lord remove them’. V. Koh. Ar. Compl. s. v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_מרום.1"" data-ref=""Jastrow, מרום 1"">מרום</a>.]'}]",,Jastrow Dictionary
Haman,הָמָן,pr. n. m.,"[{'definition': ' (b. h.) <i>Haman</i>. <a class=""refLink"" href=""/Sanhedrin.61a"" data-ref=""Sanhedrin 61a"">Snh. 61ᵃ</a> <span dir=""rtl"">נעבד כה׳</span> worshipped as H. wanted to be. <a class=""refLink"" href=""/Chullin.139b.10"" data-ref=""Chullin 139b:10"">Ḥull. 139ᵇ</a> <span dir=""rtl"">ה׳ מן התורה מנין</span> where is Haman alluded to in the Pentateuch?—<a class=""refLink"" href=""/Megillah.10b.29"" data-ref=""Megillah 10b:29"">Meg. 10ᵇ</a> <span dir=""rtl"">ה׳ הרשע</span>; a. fr.'}]",,Jastrow Dictionary
Hamnuna,הַמְנוּנָא,pr. n. m.,"[{'definition': '<i>Hamnuna</i>, name of several Amoraim. Y. Taan. IV, 68ᵃ רב ה׳ דבבל R. H. of Babylonia.—Y. Hor. III, 47ᶜ top. <a class=""refLink"" href=""/Shevuot.34b.2"" data-ref=""Shevuot 34b:2"">Shebu. 34ᵇ</a>; a. fr.—Y. B. Bath. VI, end, 15ᶜ רב ה׳ ספרא R. H., the scribe.'}]",,Jastrow Dictionary
,הצֶּלְפּוֹנִי,pr. n. m.,"[{'definition': ' (cmp. <a class=""refLink"" href=""/Jastrow,_הַצְּלֶלְפּוֹנִי.1"" data-ref=""Jastrow, הַצְּלֶלְפּוֹנִי 1"">preced.</a>), <span dir=""rtl"">בני ה׳</span> prob. name fo <i>a family</i> settled in Babylonia. <a class=""refLink"" href=""/Moed_Katan.22a.3"" data-ref=""Moed Katan 22a:3"">M. Kat. 22ᵃ</a> (Ms. M. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_הַצֶּלְבּוֹנִי.1"" data-ref=""Jastrow, הַצֶּלְבּוֹנִי 1"">הצלבוני</a>).'}]",,Jastrow Dictionary
Hăredos,הֲרֵידוֹס,pr. n. m.,"[{'definition': '<i>Hăredos</i> (Herod), one of Haman’s ancestry. Targ. II Esth. III, 1 (ed. Lag. <span dir=""rtl"">הדירוס</span>).'}]",,Jastrow Dictionary
Harkinas,הַרְכִּינָס,pr. n. m.,"[{'definition': ' (Ἀρχῖνος) <i>Harkinas</i>, father of R. Dosa. <a class=""refLink"" href=""/Mishnah_Rosh_Hashanah.2.8"" data-ref=""Mishnah Rosh Hashanah 2:8"">R. Hash. II, 8</a> (<a class=""refLink"" href=""/Rosh_Hashanah.25a.5"" data-ref=""Rosh Hashanah 25a:5"">25ᵃ</a>) <span dir=""rtl"">הר׳</span> Mish. a. Ms. M. (ed. <span dir=""rtl"">הוֹרְ׳</span>); Mish. Pes. a. Y. ed. <span dir=""rtl"">ארכינס</span>, v. Rabb. D. S. a. l. note). <a class=""refLink"" href=""/Tosefta_Negaim.1.6"" data-ref=""Tosefta Negaim 1:6"">Tosef. Neg. I, 6</a> <span dir=""rtl"">הרכ׳</span>; (ib. Kel. <a class=""refLink"" href=""/Mishnah_Bava_Batra.4.14"" data-ref=""Mishnah Bava Batra 4:14"">B. Bath. IV, 14</a> <span dir=""rtl"">הורקינס</span>). <a class=""refLink"" href=""/Yevamot.16a.8"" data-ref=""Yevamot 16a:8"">Yeb. 16ᵃ</a>; a. fr.'}]",,Jastrow Dictionary
"Va, Vah",וָוא,pr. n. m.,"[{'definition': '<i>Va, Vah</i>, abbrev. of <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_אַבָּא I.1"" data-ref=""Jastrow, אַבָּא I 1"">אַבָּא</a>. Y. Ber. III, 6ᵈ bot. Ib. 6ᵃ top; a. fr. V. <a class=""refLink"" href=""/Jastrow,_אַבָּא II.1"" data-ref=""Jastrow, אַבָּא II 1""><span dir=""rtl"">אַבָּא</span> II</a>.'}]",,Jastrow Dictionary
,וָוה,pr. n. m.,"[{'definition': ' pr. n. m., v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_וָוא.1"" data-ref=""Jastrow, וָוא 1"">וָוא</a>'}]",,Jastrow Dictionary
"Vardimos, Vardimas",וַרְדִּימוֹס,pr. n. m.,"[{'definition': ' (a corrupt. of Εὐρύδημος) <i>Vardimos, Vardimas</i>. <a class=""refLink"" href=""/Nedarim.81a.6"" data-ref=""Nedarim 81a:6"">Ned. 81ᵃ</a>. <a class=""refLink"" href=""/Shabbat.118b.9"" data-ref=""Shabbat 118b:9"">Sabb. 118ᵇ</a> היינו ו׳ וכ׳ V. is Menahem (etymology fr. <span dir=""rtl"">וֶורֶד</span>).—Sifra Emor Par. 10, ch. XIII <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_אֲוַורְדִּימָס.1"" data-ref=""Jastrow, אֲוַורְדִּימָס 1"">אֲוַורְדִּימָס</a>. Y. Shebi. VIII, 38ᵇ top <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_אבירודימוס.1"" data-ref=""Jastrow, אבירודימוס 1"">אבירודימוס</a>.'}]",,Jastrow Dictionary
 bar Levi,זַבְדַּי,pr. n. m.,"[{'definition': '<i>Zabday</i>, '}, {'definition': ' name of an Amora <i>Z.</i> <i> bar Levi</i>. <a class=""refLink"" href=""/Zevachim.28b.5"" data-ref=""Zevachim 28b:5"">Zeb. 28ᵇ</a>; (<a class=""refLink"" href=""/Keritot.5a"" data-ref=""Keritot 5a"">Kerith. 5ᵃ</a> <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_זַבְדָּא.1"" data-ref=""Jastrow, זַבְדָּא 1"">זַבְדָּא</a>). Y. Dem. VII, beg. 26ᵃ. Y. Ab. Zar. III, 42ᶜ <span dir=""rtl"">זַבְדַּיי בר ליואי</span>; <a class=""refLink"" href=""/Bereishit_Rabbah.62.1"" data-ref=""Bereishit Rabbah 62:1"">Gen. R. s. 62</a> <span dir=""rtl"">זבדי בן לוי</span>; a. fr.', 'number': '1)'}, {'definition': ' Y. Ber. III, 6ᶜ bot. <span dir=""rtl"">אבא בר זבדא</span>. <a class=""refLink"" href=""/Yoma.2a"" data-ref=""Yoma 2a"">Ib.</a> <span dir=""rtl"">יעקב בר זבדי</span>.', 'number': '—2)'}]",,Jastrow Dictionary
Zebadiah,זְבַדְיָה,pr. n. m.,"[{'definition': ' (b. h.) pr. n. m. <i>Zebadiah</i>, name of an Amora. Y. Ber. III, 6ᶜ bot.—[Y. Sot. I, 16ᵈ, v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_זְכַרְיָה.1"" data-ref=""Jastrow, זְכַרְיָה 1"">זְכַרְיָה</a>.]'}]",,Jastrow Dictionary
Zebulun,זְבוּלוּן,pr. n. m.,"[{'definition': ' (b. h.) pr. n. m. <i>Zebulun</i>, '}, {'definition': ' son of Jacob; <i>tribe of Zebulun; country of Z</i>. <a class=""refLink"" href=""/Bereishit_Rabbah.98.11"" data-ref=""Bereishit Rabbah 98:11"">Gen. R. s. 98</a>. <a class=""refLink"" href=""/Pesachim.4a.4"" data-ref=""Pesachim 4a:4"">Pes. 4ᵃ</a>; a. fr.', 'number': '1)'}, {'definition': ' one <i>Z.</i> <i> ben Dan</i>. <a class=""refLink"" href=""/Kiddushin.30a.3"" data-ref=""Kiddushin 30a:3"">Kidd. 30ᵃ</a>', 'number': '—2)'}]",,Jastrow Dictionary
Z’bid,זְבִיד,pr. n. m.,"[{'definition': '<i>Z’bid</i>, name of several Amoraim. <a class=""refLink"" href=""/Berakhot.46b.5"" data-ref=""Berakhot 46b:5"">Ber. 46ᵇ</a>, a. fr. (Z. bar Levi).—<a class=""refLink"" href=""/Berakhot.38a.16"" data-ref=""Berakhot 38a:16"">Ib. 38ᵃ</a>.—<a class=""refLink"" href=""/Avodah_Zarah.56a.6"" data-ref=""Avodah Zarah 56a:6"">Ab. Zar. 56ᵃ</a>.—Y. Sabb. I, 3ᵇ, v. <a class=""refLink"" href=""/Jastrow,_זְבִידָא.1"" data-ref=""Jastrow, זְבִידָא 1"">next w.</a>'}]",,Jastrow Dictionary
"Z’bida, Z’bidah",זְבִידָא,pr. n. m.,"[{'definition': '<i>Z’bida, Z’bidah</i>, name of a Palestinean Amora. Y. Orl. I, 61ᵃ bot.—Y. Sot. VII, 21ᵈ.—<a class=""refLink"" href=""/Yoma.2a"" data-ref=""Yoma 2a"">Ib.</a> <span dir=""rtl"">ר׳ יודה בר זביד׳</span>. Ib. bot. <span dir=""rtl"">ר׳ סימון בר זביד</span>. Y. Sabb. I, 3ᵇ <span dir=""rtl"">רב זביד</span>.'}]",,Jastrow Dictionary
,זְבִינָא I,pr. n. m.,"[{'definition': ' pr. n. m., v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_זְמִינָא I.1"" data-ref=""Jastrow, זְמִינָא I 1"">זְמִינָא</a>'}]",,Jastrow Dictionary
Divine Clearness,זַגְזַגְאֵל,pr. n. m.,"[{'definition': ' (v. <a class=""refLink"" href=""/Jastrow,_זִגְזֵג.1"" data-ref=""Jastrow, זִגְזֵג 1"">preced.</a>) <i>Zagzagel</i> (<i>Divine Clearness</i>, cmp. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_אִסְפַּקְלַרְיָא.1"" data-ref=""Jastrow, אִסְפַּקְלַרְיָא 1"">אספקלריא</a>), name of an angel. <a class=""refLink"" href=""/Devarim_Rabbah.11.11"" data-ref=""Devarim Rabbah 11:11"">Deut. R. s. 11</a>, end. <a class=""refLink"" href=""/Targum_Jonathan_on_Exodus.3.2"" data-ref=""Targum Jonathan on Exodus 3:2"">Targ. Y. Ex. III, 2</a> <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_זגנוגאל.1"" data-ref=""Jastrow, זגנוגאל 1"">זגנוגאל</a> (corr. acc. or <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_זַגְזַגְאֵל.1"" data-ref=""Jastrow, זַגְזַגְאֵל 1"">זַגְזוּגְאֵל</a>).'}]",,Jastrow Dictionary
Zuga,זוּגָא II,pr. n. m.,"[{'definition': '<i>Zuga</i>, name of several Amoraim. Y. Maasr. V, end, 52ᵃ; Y. Dem. II, 22ᶜ; a. e.—Gamliel Z. Ib.ᵈ top; a. e. (v. Fr. M’bo p. 77ᵃ; 71ᵇ).—<a class=""refLink"" href=""/Moed_Katan.28a.12"" data-ref=""Moed Katan 28a:12"">M. Kat. 28ᵃ</a>, a. e., Ar. <a class=""refLink"" href=""/Jastrow,_זָוָוא II.1"" data-ref=""Jastrow, זָוָוא II 1""><span dir=""rtl"">זָוָוא</span> II</a>.'}]",,Jastrow Dictionary
,זוּגָה I,pr. n. m.,"[{'definition': ' pr. n. m., v. <a class=""refLink"" href=""/Jastrow,_זוּגָא II.1"" data-ref=""Jastrow, זוּגָא II 1""><span dir=""rtl"">זוּגָא</span> II</a>'}]",,Jastrow Dictionary
Zohămai,זוֹהֲמַאי,pr. n. m.,"[{'definition': '<i>Zohămai</i>, by-name of a scholar. <a class=""refLink"" href=""/Berakhot.53b.32"" data-ref=""Berakhot 53b:32"">Ber. 53ᵇ</a>, v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_זָהַם.1"" data-ref=""Jastrow, זָהַם 1"">זָהַם</a>.'}]",,Jastrow Dictionary
Zava,זָוָוא II,pr. n. m.,"[{'definition': '<i>Zava</i>, v. <a class=""refLink"" href=""/Jastrow,_זוּגָא II.1"" data-ref=""Jastrow, זוּגָא II 1""><span dir=""rtl"">זוּגָא</span> II</a>.'}]",,Jastrow Dictionary
"Zotos, Izates",זוֹטוֹס,pr. n. m.,"[{'definition': ' (Ζῶτος; Jos. Ant. XX, 2, 1 Ἰζάτης) <i>Zotos, Izates</i>, a prince of Adiabena. <a class=""refLink"" href=""/Bereishit_Rabbah.46"" data-ref=""Bereishit Rabbah 46"">Gen. R. s. 46</a>, v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_מוּנְבָּז.1"" data-ref=""Jastrow, מוּנְבָּז 1"">מוּנְבָּז</a>.'}]",,Jastrow Dictionary
Zuti,זוּטִי,pr. n. m.,"[{'definition': '<i>junior</i>, v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_זוּטָא.1"" data-ref=""Jastrow, זוּטָא 1"">זוּטָא</a>.', 'number': '1)'}, {'definition': ' pr. n. m. <i>Zuti</i>, an Amora. <a class=""refLink"" href=""/Nedarim.77a.2"" data-ref=""Nedarim 77a:2"">Ned. 77ᵃ</a>; <a class=""refLink"" href=""/Shabbat.157a.10"" data-ref=""Shabbat 157a:10"">Sabb. 157ᵃ</a> <span dir=""rtl"">רב ז׳ דבי רב פפי</span>; <a class=""refLink"" href=""/Shabbat.157a.8"" data-ref=""Shabbat 157a:8"">ib.</a> <span dir=""rtl"">ז׳ דבי רב פפא</span> (Ms. M. <span dir=""rtl"">רב זוטרי … פפי</span>).', 'number': '—2)'}]",,Jastrow Dictionary
Rab Z,זוּטְרָא II,pr. n. m.,"[{'definition': '<i>Zutra</i> (corresp. to <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_זְעֵיר II.1"" data-ref=""Jastrow, זְעֵיר II 1"">זְעֵירָא</a>), '}, {'definition': '<i>Mar Z.</i>, name of several Amoraim. <a class=""refLink"" href=""/Berakhot.43b.15"" data-ref=""Berakhot 43b:15"">Ber. 43ᵇ</a>; a. fr.', 'number': '1)'}, {'definition': '<i>Rab Z</i>. Ib.; a. v. fr. (v., however, Rabb. D. S. a. l. notes 5, 6, 7).—<span dir=""rtl"">רב זוּטְרִי</span>, v. <a dir=""rtl"" class=""refLink"" href=""/Jastrow,_זוּטִי.1"" data-ref=""Jastrow, זוּטִי 1"">זוּטִי</a>.', 'number': '—2)'}]",,Jastrow Dictionary
ben Zoma,זוֹמָא II,pr. n. m.,"[{'definition': '<i>Zoma</i>.—<span dir=""rtl"">בן ז׳</span>, or <span dir=""rtl"">שמעון בן ז׳</span> (<i>Simon</i>) <i>ben Zoma</i>, a Tannai. <a class=""refLink"" href=""/Pirkei_Avot.4.1"" data-ref=""Pirkei Avot 4:1"">Ab. IV, 1</a>; a. fr.'}]",,Jastrow Dictionary
